Date,Currency Pair,Current Price,Weekly Open,Weekly High,Weekly Low,Weekly Close,Daily Open,Daily High,Daily Low,Daily Close,Daily Change %,High Impact News,Medium Impact News,Next Major News Time,Next Major News Currency,Retail Long Avg,Retail Short Avg,Retail Net Position,Retail Distance (pips),Days to Holiday,Holiday Type,Expected Liquidity,London Range,NY Range,Asian Range,Weekly Range (pips),Weekly Direction,Daily Range (pips),Daily Direction,Support 1,Resistance 1,Price to Support (pips),Price to Resistance (pips),Volatility Score,Trend Strength,Consolidation Score,Pattern Flags
2026-01-05,EURUSD,1.16855,1.1725,1.1726,1.1672,1.1687,1.1706,1.1711,1.1672,1.1688,-0.15,2,5,16:00,USD,1.1700,1.1339,LONG,-14,14,NONE,NORMAL,25,42,18,54,BEARISH,39,BEARISH,1.1670,1.1700,15.5,14.5,0.85,0.3,0.7,"RETAIL_CLUSTER,NEWS_DAY,BEARISH_WEEK"
